metric,value
benchmark_duration_s,821.0114359855652
idle_duration_s,9.84700608253479
avg_power_w,67.75444827586207
avg_idle_power_w,71.325
total_energy_j,55500.79278436704
net_serving_energy_j,0.0
energy_per_request_j,0.0
energy_per_output_token_j,0.0
avg_gpu_util,95.11405835543766
avg_mem_copy_util,71.4973474801061
