timestamp_epoch,power_w,gpu_util,mem_copy_util
1776468928.989809,37.030000,0,0
1776468930.971299,37.030000,0,0
1776468933.770201,37.030000,0,0
1776468936.218711,37.030000,0,0
1776468938.219090,37.030000,0,0
1776468940.250301,37.030000,0,0
1776468942.442729,37.030000,0,0
1776468944.446070,37.030000,0,0
1776468946.855911,36.068000,0,0
1776468948.857945,36.068000,0,0
1776468951.435457,36.068000,0,0
1776468953.524050,36.068000,0,0
1776468955.921902,36.068000,0,0
1776468958.311066,36.068000,0,0
1776468960.425459,36.068000,0,0
1776468962.484469,36.068000,0,0
1776468964.493071,36.068000,0,0
1776468966.691908,36.068000,0,0
1776468968.704788,36.068000,0,0
1776468970.607665,36.068000,0,0
1776468972.814892,36.068000,0,0
1776468974.873275,36.068000,0,0
1776468977.084411,35.674000,0,0
1776468979.110788,35.674000,0,0
1776468980.974217,35.674000,0,0
1776468983.369722,35.674000,0,0
1776468985.569057,35.674000,0,0
1776468987.582275,35.674000,0,0
1776468989.605707,35.674000,0,0
1776468991.818184,35.674000,0,0
1776468994.030610,35.674000,0,0
1776468996.103719,35.674000,0,0
1776468998.122329,35.674000,0,0
1776469000.412071,35.674000,0,0
1776469003.024815,35.674000,0,0
1776469005.032102,35.674000,0,0
1776469007.040459,35.281000,0,0
1776469009.051790,35.281000,0,0
1776469011.006729,35.281000,0,0
1776469013.651307,35.281000,0,0
1776469015.715850,35.281000,0,0
1776469018.537202,35.281000,0,0
1776469020.546367,35.281000,0,0
1776469022.554687,35.281000,0,0
1776469024.759861,35.281000,0,0
1776469026.953205,35.281000,0,0
1776469028.958238,35.281000,0,0
1776469030.972131,35.281000,0,0
1776469033.620730,35.281000,0,0
1776469035.629477,35.281000,0,0
1776469037.852687,34.888000,0,0
1776469039.872614,34.888000,0,0
1776469042.083349,34.888000,0,0
1776469044.294123,34.888000,0,0
1776469046.328198,34.888000,0,0
1776469048.356864,34.888000,0,0
1776469050.970626,34.888000,0,0
1776469053.016137,34.888000,0,0
1776469055.212016,34.888000,0,0
1776469057.215540,34.888000,0,0
1776469059.411594,34.888000,0,0
1776469061.417641,34.888000,0,0
1776469063.636547,34.888000,0,0
1776469065.659237,34.789000,0,0
1776469067.857037,34.789000,0,0
1776469069.861441,34.789000,0,0
1776469072.084620,34.789000,0,0
1776469074.673544,34.789000,0,0
1776469076.675459,34.789000,0,0
1776469078.684523,34.789000,0,0
1776469080.599540,34.789000,0,0
1776469082.798242,34.789000,0,0
1776469084.802149,34.789000,0,0
1776469087.055510,34.789000,0,0
1776469089.063125,34.789000,0,0
1776469091.159553,34.789000,0,0
1776469093.282726,34.789000,0,0
1776469095.478121,34.789000,0,0
1776469097.486604,34.592000,0,0
1776469099.499375,34.592000,0,0
1776469101.866808,34.592000,0,0
1776469103.929101,34.592000,0,0
1776469105.935013,34.592000,0,0
1776469107.951792,34.592000,0,0
1776469110.145642,34.592000,0,0
1776469112.340579,34.592000,0,0
1776469114.368379,34.592000,0,0
1776469116.387146,34.592000,0,0
1776469118.584438,34.592000,0,0
1776469120.635495,34.592000,0,0
1776469123.335650,34.592000,0,0
1776469125.788275,34.592000,0,0
1776469127.827255,34.396000,0,0
1776469130.137783,34.396000,0,0
1776469132.782636,34.396000,0,0
1776469134.798755,34.396000,0,0
1776469137.018743,34.396000,0,0
1776469139.036697,34.396000,0,0
1776469140.971242,34.396000,0,0
1776469143.258834,34.396000,0,0
1776469145.460292,34.396000,0,0
1776469147.466694,34.396000,0,0
1776469150.424026,34.396000,0,0
1776469152.616248,34.396000,0,0
1776469154.624552,34.396000,0,0
1776469156.642905,34.297000,0,0
1776469158.837631,34.297000,0,0
1776469160.847862,34.297000,0,0
1776469163.043509,34.297000,0,0
1776469165.262517,34.297000,0,0
1776469167.271878,34.297000,0,0
1776469169.282936,34.297000,0,0
1776469171.491926,34.297000,0,0
1776469173.736681,34.297000,0,0
1776469175.759237,34.297000,0,0
1776469177.772880,34.297000,0,0
1776469179.965872,34.297000,0,0
1776469182.164663,34.297000,0,0
1776469184.213556,34.297000,0,0
1776469186.403514,34.297000,0,0
1776469188.438402,34.297000,0,0
1776469190.450222,34.297000,0,0
1776469193.243191,34.297000,0,0
1776469195.255592,34.297000,0,0
1776469197.480012,34.297000,0,0
1776469199.547839,34.297000,0,0
1776469201.762153,34.297000,0,0
1776469203.892042,34.297000,0,0
1776469206.100024,34.297000,0,0
1776469208.105613,34.297000,0,0
1776469210.432860,34.297000,0,0
1776469212.644013,34.297000,0,0
1776469214.650142,34.297000,0,0
1776469216.681768,34.199000,0,0
1776469218.898513,34.199000,0,0
1776469220.921300,34.199000,0,0
1776469223.121925,34.199000,0,0
1776469225.128303,34.199000,0,0
1776469227.364116,34.199000,0,0
1776469230.133138,34.199000,0,0
1776469232.141179,34.199000,0,0
1776469234.181144,34.199000,0,0
1776469236.628570,34.199000,0,0
1776469238.643084,34.199000,0,0
1776469240.595910,34.199000,0,0
1776469242.798328,34.199000,0,0
1776469245.189204,34.199000,0,0
1776469247.206878,34.002000,0,0
1776469249.219158,34.002000,0,0
1776469251.469421,34.002000,0,0
1776469253.539603,34.002000,0,0
1776469255.552203,34.002000,0,0
1776469257.559326,34.002000,0,0
1776469259.614027,34.002000,0,0
1776469262.191241,34.002000,0,0
1776469264.249506,34.002000,0,0
1776469266.831412,34.002000,0,0
1776469268.932917,34.002000,0,0
1776469270.960153,34.002000,0,0
1776469272.987440,34.002000,0,0
1776469275.216510,34.002000,0,0
1776469277.269797,33.904000,0,0
1776469279.466510,33.904000,0,0
1776469281.486614,33.904000,0,0
1776469283.677799,33.904000,0,0
1776469285.874888,33.904000,0,0
1776469287.888909,33.904000,0,0
1776469290.119761,33.904000,0,0
1776469292.801859,33.904000,0,0
1776469294.808769,33.904000,0,0
1776469296.842820,33.904000,0,0
1776469299.235590,33.904000,0,0
1776469301.241847,33.904000,0,0
1776469303.543937,33.904000,0,0
1776469305.584018,66.423000,0,32
1776469307.990525,66.423000,100,32
1776469310.008606,66.423000,100,32
1776469312.210924,66.423000,100,32
1776469314.264109,66.423000,100,32
1776469316.352780,66.423000,100,32
1776469318.435823,66.423000,100,32
1776469320.495809,66.423000,100,32
1776469322.571912,66.423000,100,32
1776469324.582932,66.423000,100,32
1776469326.621371,66.423000,100,32
1776469329.391395,66.423000,100,32
1776469331.403945,66.423000,100,32
1776469333.650789,66.423000,100,32
1776469335.681016,66.423000,100,32
1776469337.690061,65.740000,98,82
1776469339.926400,65.740000,98,82
1776469342.186191,65.740000,98,82
1776469344.381747,65.740000,98,82
1776469346.418085,65.740000,98,82
1776469348.657853,65.740000,98,82
1776469350.634715,65.740000,98,82
1776469352.850875,65.740000,98,82
1776469354.901297,65.740000,98,82
1776469356.901008,65.740000,98,82
1776469359.095544,65.740000,98,82
1776469360.971214,65.740000,98,82
1776469363.173365,65.740000,98,82
1776469365.179204,65.740000,98,82
1776469367.373428,55.439000,87,73
1776469369.599823,55.439000,87,73
1776469371.641289,55.439000,87,73
1776469374.065278,55.439000,87,73
1776469376.084340,55.439000,87,73
1776469378.092657,55.439000,87,73
1776469380.416006,55.439000,87,73
1776469383.049602,55.439000,87,73
1776469385.096926,55.439000,87,73
1776469387.382643,55.439000,87,73
1776469389.595358,55.439000,87,73
1776469391.600188,55.439000,87,73
1776469394.010336,55.439000,87,73
1776469396.018539,66.130000,97,81
1776469398.261147,66.130000,97,81
1776469400.402821,66.130000,97,81
1776469402.601953,66.130000,97,81
1776469404.615843,66.130000,97,81
1776469406.840165,66.130000,97,81
1776469409.224239,66.130000,97,81
1776469411.238719,66.130000,97,81
1776469413.594936,66.130000,97,81
1776469416.022558,66.130000,97,81
1776469418.076045,66.130000,97,81
1776469420.715785,66.130000,97,81
1776469422.752591,66.130000,97,81
1776469425.468705,66.130000,97,81
1776469427.490572,65.098000,100,30
1776469429.694030,65.098000,100,30
1776469431.722701,65.098000,100,30
1776469434.082887,65.098000,100,30
1776469436.473371,65.098000,100,30
1776469438.490351,65.098000,100,30
1776469440.497571,65.098000,100,30
1776469442.703517,65.098000,100,30
1776469445.301734,65.098000,100,30
1776469447.364270,65.098000,100,30
1776469449.758883,65.098000,100,30
1776469451.777404,65.098000,100,30
1776469454.052705,65.098000,100,30
1776469456.700224,67.984000,100,28
1776469459.131581,67.984000,100,28
1776469460.990272,67.984000,100,28
1776469463.686952,67.984000,100,28
1776469465.718876,67.984000,100,28
1776469467.916195,67.984000,100,28
1776469469.924021,67.984000,100,28
1776469472.113429,67.984000,100,28
1776469474.741189,67.984000,100,28
1776469476.796635,67.984000,100,28
1776469478.805354,67.984000,100,28
1776469480.826059,67.984000,100,28
1776469483.028704,67.984000,100,28
1776469485.045234,67.984000,100,28
1776469487.243865,65.781000,85,77
1776469489.287266,65.781000,85,77
1776469491.503267,65.781000,85,77
1776469493.581311,65.781000,85,77
1776469495.646240,65.781000,85,77
1776469497.678339,65.781000,85,77
1776469500.430240,65.781000,85,77
1776469502.641662,65.781000,85,77
1776469504.835319,65.781000,85,77
1776469506.842748,65.781000,85,77
1776469508.853119,65.781000,85,77
1776469510.911734,65.781000,85,77
1776469512.926106,65.781000,85,77
1776469515.119504,65.781000,85,77
1776469517.153095,62.501000,89,79
1776469519.391762,62.501000,89,79
1776469521.414486,62.501000,89,79
1776469523.735227,62.501000,89,79
1776469525.750178,62.501000,89,79
1776469527.946716,62.501000,89,79
1776469529.998656,62.501000,89,79
1776469532.225845,62.501000,89,79
1776469534.281773,62.501000,89,79
1776469536.508639,62.501000,89,79
1776469538.914669,62.501000,89,79
